ElapsedTime_s,Height_km,Latitude_deg,LongitudeE_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,VerticalWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,VerticalWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,PerturbedVerticalWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,VerticalStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeE_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,Arnd_m3,Armass_pct,Armole_pct,Aramw,CO2nd_m3,CO2mass_pct,CO2mole_pct,CO2amw,COnd_m3,COmass_pct,COmole_pct,COamw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,O2nd_m3,O2mass_pct,O2mole_pct,O2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,Hnd_m3,Hmass_pct,Hmole_pct,Hamw,CH4nd_m3,CH4mass_pct,CH4mole_pct,CH4amw,Nnd_m3,Nmass_pct,Nmole_pct,Namw,Ond_m3,Omass_pct,Omole_pct,Oamw,O3nd_m3,O3mass_pct,O3mole_pct,O3amw,N2Ond_m3,N2Omass_pct,N2Omole_pct,N2Oamw,H2Ond_m3,H2Omass_pct,H2Omole_pct,H2Oamw,TemperaturePerturbation_pct,TemperatureStandardDeviation_pct,PerturbedTemperature_K,PressurePerturbation_pct,PressureStandardDeviation_pct,PerturbedPressure_Pa,PresPertSmall_pct,DensPertSmall_pct,TempPertSmall_pct,EWWindPertSmall_ms,NSWindPertSmall_ms,PresSDSmall_pct,DensSDSmall_pct,TempSDSmall_pct,EWWindSDSmall_ms,NSWindSDSmall_ms,PresPertLarge_pct,DensPertLarge_pct,TempPertLarge_pct,EWWindPertLarge_ms,NSWindPertLarge_ms,PresSDLarge_pct,DensSDLarge_pct,TempSDLarge_pct,EWWindSDLarge_ms,NSWindSDLarge_ms,DewPoint_K,DewPointSD_pct,VaporPressure_Pa,VaporPressureSD_pct,VaporDensity_kgm3,VaporDensitySD_pct,RelativeHumidity_pct,RelativeHumiditySD_pct,WindSpeed_ms,WindSpeedStandardDeviation_pct,WindCorrelation,WindSpeedAtSurface_ms,WindSpeedSDAtSurface_pct,TemperatureAtSurface_K,TemperatureSDAtSurface_pct,PressureSDAtSurface_Pa,DensitySDAtSurface_pct,DensityAtSurface_kgm3,EWWindAtSurface_ms,NSWindAtSurface_ms,EWWindSDAtSurface_pct,NSWindSDAtSurface_pct,WindCorrelationAtSurface_pct,SurfaceHeight_km,GeodeticLatitude_deg,RRAWeight,SurfaceRoughness_m,NetRadiationIndex,Stability,InverseLength_m,FrictionVelocity_ms,BVFrequencySquare_s2,MetersAboveSurface_m,SigmaRatio,SigmaW_ms,BoundaryLayerDepth_m,NeutralBoundaryLayerDepth_m,PerturbedWindSpeedAtSurface_ms,UnstableBLFactor,SolarDays,SolarHourAngle_deg,SolarElevation_deg,ElevationAtMidnight_deg,ElevationAtNoon_deg,LandCode,SeverityLevel
0.0,45.000,0.00,0.00,6423.137,6378.137,9.643,264.1,1.515e+02,1.998e-03,7.866,7.669,325.9,1.011e+05,0.001,51.152,264.2,1.491e+02,1.966e-03,0.0,1.926e-03,2.070e-03,2.025e-03,1.3,3.60,328.8,0.00,1.6,-2.0,5.3,3.0,-41.2,-0.6,-0.001,22.0,-11.6,-0.462,-19.2,-12.2,-0.463,18.2,8.8,0.890,280.06,-22.92,165.89,0.94,153.17,0.00,0.98,86400.0,4.1568e+22,2.872e+02,1.401e+00,28.966,1.0007,3.8822e+20,1.29,0.93,39.95,1.7082e+19,0.06,0.04,44.01,2.2542e+15,0.00,0.00,28.01,3.2455e+22,75.51,78.08,28.01,8.7067e+21,23.14,20.95,32.00,2.1614e+17,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,2.9719e+16,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,2.3014e+15,0.00,0.00,16.00,1.4766e+17,0.00,0.00,48.00,5.3903e+14,0.00,0.00,44.01,2.0754e+17,0.00,0.00,18.02,1.8,1.60,2.688e+02,3.1,3.80,1.563e+02,-0.7,-1.4,0.4,14.8,-16.4,0.8,2.5,1.1,14.7,7.1,3.8,2.7,1.3,7.2,4.8,3.7,2.6,1.2,10.8,5.2,174.19,0.1,1.217e-03,7.961e-05,9.982e-09,0.0,0.0,0.0,44.1,12.7,-0.0,4.72,1.77,300.31,74.80,0.00,0.00,1.160e+00,1.35,3.77,2.20,2.11,-0.0,0.000,0.00,0.0,0.00002,-2.84,5.84,0.12004,0.067,0.00011,200.0,3.000,0.20,200.0,164.0,3.24,1.000,1.039,-165.89,-63.2,-66.9,66.9,0,0
0.0,46.000,0.00,0.00,6424.137,6378.137,9.640,264.9,1.334e+02,1.754e-03,7.890,7.693,326.4,1.011e+05,0.001,52.316,266.9,1.313e+02,1.714e-03,0.0,1.690e-03,1.819e-03,1.791e-03,2.1,3.66,329.0,0.00,2.3,-1.4,6.1,4.5,-41.2,-0.6,-0.001,-1.2,-5.8,-1.000,-42.5,-6.4,-1.001,19.0,9.1,0.942,280.06,-22.92,165.89,0.94,153.17,0.00,0.98,86400.0,3.6480e+22,2.871e+02,1.401e+00,28.966,1.0002,3.4070e+20,1.29,0.93,39.95,1.4992e+19,0.06,0.04,44.01,2.0722e+15,0.00,0.00,28.01,2.8483e+22,75.51,78.08,28.01,7.6410e+21,23.14,20.95,32.00,1.8969e+17,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,2.4254e+16,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,2.6649e+15,0.00,0.00,16.00,1.1707e+17,0.00,0.00,48.00,3.9770e+14,0.00,0.00,44.01,1.8345e+17,0.00,0.00,18.02,1.6,1.69,2.691e+02,3.7,3.91,1.384e+02,-0.4,-0.7,0.2,-7.9,-11.0,0.8,2.5,1.2,15.4,7.4,4.1,2.8,1.4,6.6,5.2,3.8,2.7,1.2,11.2,5.4,174.57,0.1,1.079e-03,6.887e-05,8.823e-09,0.0,0.0,0.0,44.4,13.3,-0.0,4.72,1.77,300.31,74.80,0.00,0.00,1.160e+00,1.35,3.77,2.20,2.11,-0.0,0.000,0.00,0.0,0.00002,-2.84,5.84,0.12004,0.067,0.00011,200.0,3.000,0.20,200.0,164.0,3.24,1.000,1.039,-165.89,-63.2,-66.9,66.9,0,0
0.0,47.000,0.00,0.00,6425.137,6378.137,9.637,265.8,1.175e+02,1.541e-03,7.915,7.717,326.8,1.011e+05,0.001,53.482,269.7,1.159e+02,1.497e-03,0.0,1.484e-03,1.598e-03,1.548e-03,0.5,3.72,331.1,0.00,3.0,-0.9,6.8,3.5,-41.3,-0.7,-0.001,9.2,5.7,-1.863,-32.0,5.0,-1.864,19.8,9.5,0.994,280.06,-22.92,165.89,0.94,153.17,0.00,0.98,86400.0,3.2029e+22,2.870e+02,1.401e+00,28.966,0.9998,2.9913e+20,1.29,0.93,39.95,1.3162e+19,0.06,0.04,44.01,1.9056e+15,0.00,0.00,28.01,2.5008e+22,75.51,78.08,28.01,6.7087e+21,23.14,20.95,32.00,1.6654e+17,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,1.9858e+16,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,3.0859e+15,0.00,0.00,16.00,9.2917e+16,0.00,0.00,48.00,2.9534e+14,0.00,0.00,44.01,1.6206e+17,0.00,0.00,18.02,2.6,1.77,2.727e+02,3.1,4.01,1.212e+02,-0.7,-2.4,1.2,3.2,0.1,0.8,2.6,1.2,16.0,7.7,3.8,2.9,1.4,6.0,5.7,3.9,2.7,1.3,11.6,5.6,174.94,0.1,9.562e-04,5.888e-05,7.795e-09,0.0,0.0,0.0,44.7,13.8,0.0,4.72,1.77,300.31,74.80,0.00,0.00,1.160e+00,1.35,3.77,2.20,2.11,-0.0,0.000,0.00,0.0,0.00002,-2.84,5.84,0.12004,0.067,0.00011,200.0,3.000,0.20,200.0,164.0,3.24,1.000,1.039,-165.89,-63.2,-66.9,66.9,0,0
0.0,48.000,0.00,0.00,6426.137,6378.137,9.634,266.6,1.036e+02,1.354e-03,7.939,7.741,327.3,1.011e+05,0.001,54.652,270.6,1.023e+02,1.317e-03,0.0,1.303e-03,1.405e-03,1.351e-03,-0.2,3.78,332.3,0.00,2.8,-1.0,6.7,2.6,-41.3,-0.7,-0.001,-0.1,5.8,-1.650,-41.4,5.1,-1.651,20.5,9.8,1.046,280.06,-22.92,165.89,0.94,153.17,0.00,0.98,86400.0,2.8133e+22,2.868e+02,1.401e+00,28.966,0.9993,2.6274e+20,1.29,0.93,39.95,1.1561e+19,0.06,0.04,44.01,1.7573e+15,0.00,0.00,28.01,2.1965e+22,75.51,78.08,28.01,5.8925e+21,23.14,20.95,32.00,1.4628e+17,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,1.6270e+16,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,3.5735e+15,0.00,0.00,16.00,7.3803e+16,0.00,0.00,48.00,2.1954e+14,0.00,0.00,44.01,1.4323e+17,0.00,0.00,18.02,3.1,1.85,2.748e+02,2.8,4.11,1.065e+02,-1.0,-3.2,1.6,-5.4,-0.2,0.8,2.7,1.3,16.6,7.9,3.8,3.0,1.5,5.3,6.1,4.0,2.7,1.3,12.0,5.7,175.30,0.0,8.478e-04,5.037e-05,6.889e-09,0.0,0.0,0.0,44.9,14.3,0.0,4.72,1.77,300.31,74.80,0.00,0.00,1.160e+00,1.35,3.77,2.20,2.11,-0.0,0.000,0.00,0.0,0.00002,-2.84,5.84,0.12004,0.067,0.00011,200.0,3.000,0.20,200.0,164.0,3.24,1.000,1.039,-165.89,-63.2,-66.9,66.9,0,0
0.0,49.000,0.00,0.00,6427.137,6378.137,9.631,267.5,9.130e+01,1.190e-03,7.964,7.765,327.7,1.011e+05,0.001,55.824,270.6,9.034e+01,1.163e-03,0.0,1.145e-03,1.236e-03,1.183e-03,-0.6,3.84,333.0,0.00,2.4,-1.6,6.3,1.7,-41.4,-0.8,-0.001,-3.4,5.0,-2.177,-44.8,4.3,-2.178,21.2,10.1,1.098,280.06,-22.92,165.89,0.94,153.17,0.00,0.98,86400.0,2.4721e+22,2.867e+02,1.401e+00,28.966,0.9988,2.3087e+20,1.29,0.93,39.95,1.0159e+19,0.06,0.04,44.01,1.6251e+15,0.00,0.00,28.01,1.9301e+22,75.51,78.08,28.01,5.1779e+21,23.14,20.95,32.00,1.2854e+17,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,1.3553e+16,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,4.1380e+15,0.00,0.00,16.00,5.8774e+16,0.00,0.00,48.00,1.6971e+14,0.00,0.00,44.01,1.2853e+17,0.00,0.00,18.02,3.3,1.93,2.762e+02,2.6,4.20,9.367e+01,-1.2,-3.7,1.8,-8.0,-1.4,0.9,2.7,1.4,17.2,8.2,3.8,3.0,1.5,4.5,6.4,4.1,2.7,1.4,12.4,5.9,175.75,0.0,7.632e-04,5.017e-05,6.182e-09,0.0,0.0,0.0,45.2,14.8,0.0,4.72,1.77,300.31,74.80,0.00,0.00,1.160e+00,1.35,3.77,2.20,2.11,-0.0,0.000,0.00,0.0,0.00002,-2.84,5.84,0.12004,0.067,0.00011,200.0,3.000,0.20,200.0,164.0,3.24,1.000,1.039,-165.89,-63.2,-66.9,66.9,0,0
0.0,50.000,0.00,0.00,6428.137,6378.137,9.628,268.4,8.052e+01,1.047e-03,7.988,8.170,328.2,1.011e+05,0.001,56.999,270.6,7.978e+01,1.027e-03,0.0,1.006e-03,1.088e-03,1.066e-03,1.8,3.90,331.1,0.00,2.0,-2.0,5.9,3.8,-41.4,-0.8,-0.001,-6.4,13.2,-1.609,-47.8,12.4,-1.610,21.9,10.4,1.150,280.06,-22.92,165.89,0.94,153.17,0.00,0.98,86400.0,2.1731e+22,2.866e+02,1.401e+00,28.966,0.9984,2.0296e+20,1.29,0.93,39.95,8.9306e+18,0.06,0.04,44.01,1.5034e+15,0.00,0.00,28.01,1.6967e+22,75.51,78.08,28.01,4.5518e+21,23.14,20.95,32.00,1.1300e+17,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,1.1367e+16,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,4.7917e+15,0.00,0.00,16.00,4.6873e+16,0.00,0.00,48.00,1.3324e+14,0.00,0.00,44.01,1.1603e+17,0.00,0.00,18.02,1.8,2.00,2.732e+02,3.7,4.30,8.346e+01,-0.8,-1.3,0.4,-10.2,6.5,0.9,2.8,1.4,17.8,8.5,4.4,3.1,1.4,3.7,6.7,4.2,2.7,1.4,12.8,6.1,176.22,0.0,6.912e-04,5.297e-05,5.581e-09,0.0,0.0,0.0,45.5,15.2,0.0,4.72,1.77,300.31,74.80,0.00,0.00,1.160e+00,1.35,3.77,2.20,2.11,-0.0,0.000,0.00,0.0,0.00002,-2.84,5.84,0.12004,0.067,0.00011,200.0,3.000,0.20,200.0,164.0,3.24,1.000,1.039,-165.89,-63.2,-66.9,66.9,0,0
0.0,51.000,0.00,0.00,6429.137,6378.137,9.625,267.6,7.104e+01,9.263e-04,7.969,8.150,327.7,1.011e+05,0.001,57.857,270.6,7.046e+01,9.069e-04,0.0,8.890e-04,9.636e-04,9.754e-04,5.3,4.03,327.9,0.00,2.1,-2.0,6.3,7.6,-37.3,-0.8,-0.001,-11.2,10.5,-2.199,-48.5,9.7,-2.199,21.7,10.8,1.204,280.06,-22.92,165.89,0.94,153.17,0.00,0.98,86400.0,1.9227e+22,2.866e+02,1.401e+00,28.966,0.9984,1.7957e+20,1.29,0.93,39.95,7.9013e+18,0.06,0.04,44.01,1.3741e+15,0.00,0.00,28.01,1.5012e+22,75.51,78.08,28.01,4.0272e+21,23.14,20.95,32.00,9.9973e+16,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,9.5962e+15,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,5.1223e+15,0.00,0.00,16.00,3.7636e+16,0.00,0.00,48.00,1.0532e+14,0.00,0.00,44.01,1.0542e+17,0.00,0.00,18.02,0.1,1.98,2.679e+02,5.4,4.40,7.490e+01,0.2,2.1,-1.4,-14.0,3.4,0.9,2.9,1.4,17.6,8.7,5.3,3.2,1.5,2.9,7.1,4.3,2.8,1.4,12.7,6.3,176.07,0.0,6.262e-04,5.591e-05,5.070e-09,0.0,0.0,0.0,41.8,15.2,0.0,4.72,1.77,300.31,74.80,0.00,0.00,1.160e+00,1.35,3.77,2.20,2.11,-0.0,0.000,0.00,0.0,0.00002,-2.84,5.84,0.12004,0.067,0.00011,200.0,3.000,0.20,200.0,164.0,3.24,1.000,1.039,-165.89,-63.2,-66.9,66.9,0,0
0.0,52.000,0.00,0.00,6430.137,6378.137,9.622,266.9,6.266e+01,8.193e-04,7.949,8.130,327.3,1.011e+05,0.001,58.712,269.0,6.222e+01,8.056e-04,0.0,7.853e-04,8.533e-04,8.761e-04,6.9,4.15,326.6,0.00,1.7,-2.5,5.9,8.7,-33.2,-0.8,-0.001,-9.6,6.0,-1.330,-42.8,5.2,-1.331,21.5,11.1,1.258,280.06,-22.92,165.89,0.94,153.17,0.00,0.98,86400.0,1.7006e+22,2.866e+02,1.401e+00,28.966,0.9984,1.5882e+20,1.29,0.93,39.95,6.9886e+18,0.06,0.04,44.01,1.2556e+15,0.00,0.00,28.01,1.3278e+22,75.51,78.08,28.01,3.5620e+21,23.14,20.95,32.00,8.8424e+16,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,7.6540e+15,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,5.4757e+15,0.00,0.00,16.00,3.0634e+16,0.00,0.00,48.00,8.1041e+13,0.00,0.00,44.01,9.3532e+16,0.00,0.00,18.02,-0.4,1.96,2.657e+02,6.5,4.51,6.671e+01,0.8,3.6,-1.9,-11.6,-1.4,0.9,3.0,1.4,17.3,9.0,5.6,3.3,1.4,2.0,7.5,4.4,2.9,1.4,12.7,6.6,175.79,0.0,5.541e-04,5.349e-05,4.499e-09,0.0,0.0,0.0,38.2,15.2,0.0,4.72,1.77,300.31,74.80,0.00,0.00,1.160e+00,1.35,3.77,2.20,2.11,-0.0,0.000,0.00,0.0,0.00002,-2.84,5.84,0.12004,0.067,0.00011,200.0,3.000,0.20,200.0,164.0,3.24,1.000,1.039,-165.89,-63.2,-66.9,66.9,0,0
0.0,53.000,0.00,0.00,6431.137,6378.137,9.619,266.1,5.525e+01,7.244e-04,7.929,8.110,326.8,1.011e+05,0.001,59.565,266.3,5.488e+01,7.179e-04,0.0,6.935e-04,7.553e-04,8.049e-04,11.1,4.27,323.0,0.00,0.9,-3.4,5.2,12.1,-29.2,-0.8,-0.000,-7.5,14.2,-0.569,-36.7,13.4,-0.570,21.3,11.5,1.312,280.06,-22.92,165.89,0.94,153.17,0.00,0.98,86400.0,1.5037e+22,2.866e+02,1.401e+00,28.966,0.9984,1.4044e+20,1.29,0.93,39.95,6.1795e+18,0.06,0.04,44.01,1.1470e+15,0.00,0.00,28.01,1.1741e+22,75.51,78.08,28.01,3.1496e+21,23.14,20.95,32.00,7.8187e+16,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,6.0558e+15,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,5.8534e+15,0.00,0.00,16.00,2.4969e+16,0.00,0.00,48.00,6.2099e+13,0.00,0.00,44.01,8.2703e+16,0.00,0.00,18.02,-2.3,1.94,2.599e+02,8.5,4.61,5.996e+01,2.0,7.7,-3.7,-8.8,6.5,0.9,3.1,1.4,17.1,9.2,6.6,3.4,1.4,1.2,7.8,4.5,3.0,1.4,12.7,6.8,175.50,0.0,4.886e-04,5.049e-05,3.978e-09,0.0,0.0,0.0,34.7,15.2,0.0,4.72,1.77,300.31,74.80,0.00,0.00,1.160e+00,1.35,3.77,2.20,2.11,-0.0,0.000,0.00,0.0,0.00002,-2.84,5.84,0.12004,0.067,0.00011,200.0,3.000,0.20,200.0,164.0,3.24,1.000,1.039,-165.89,-63.2,-66.9,66.9,0,0
0.0,54.000,0.00,0.00,6432.137,6378.137,9.616,265.4,4.870e+01,6.403e-04,7.910,8.090,326.4,1.011e+05,0.000,60.415,263.5,4.834e+01,6.390e-04,0.0,6.123e-04,6.684e-04,7.152e-04,11.7,4.39,322.8,0.00,0.2,-4.2,4.6,11.9,-25.1,-0.8,-0.000,-5.9,21.1,-0.826,-31.0,20.3,-0.826,21.1,11.8,1.366,280.06,-22.92,165.89,0.94,153.17,0.00,0.98,86400.0,1.3292e+22,2.866e+02,1.401e+00,28.966,0.9984,1.2414e+20,1.29,0.93,39.95,5.4624e+18,0.06,0.04,44.01,1.0475e+15,0.00,0.00,28.01,1.0378e+22,75.51,78.08,28.01,2.7841e+21,23.14,20.95,32.00,6.9115e+16,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,4.7793e+15,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,6.2572e+15,0.00,0.00,16.00,2.0316e+16,0.00,0.00,48.00,4.7521e+13,0.00,0.00,44.01,7.3290e+16,0.00,0.00,18.02,-2.2,1.92,2.595e+02,9.2,4.70,5.319e+01,2.5,8.2,-3.5,-6.3,13.1,0.9,3.1,1.4,16.9,9.4,6.7,3.5,1.3,0.5,8.0,4.6,3.1,1.3,12.7,7.1,175.21,0.0,4.317e-04,4.768e-05,3.525e-09,0.0,0.0,0.0,31.4,15.2,0.1,4.72,1.77,300.31,74.80,0.00,0.00,1.160e+00,1.35,3.77,2.20,2.11,-0.0,0.000,0.00,0.0,0.00002,-2.84,5.84,0.12004,0.067,0.00011,200.0,3.000,0.20,200.0,164.0,3.24,1.000,1.039,-165.89,-63.2,-66.9,66.9,0,0
0.0,55.000,0.00,0.00,6433.137,6378.137,9.613,264.6,4.292e+01,5.659e-04,7.890,8.489,325.9,1.011e+05,0.000,61.262,260.8,4.253e+01,5.681e-04,0.0,5.404e-04,5.913e-04,6.192e-04,9.4,4.50,324.4,0.00,-0.4,-4.9,4.1,9.0,-21.0,-0.8,-0.000,8.6,29.8,-1.082,-12.4,29.0,-1.082,20.9,12.1,1.420,280.06,-22.92,165.89,0.94,153.17,0.00,0.98,86400.0,1.1746e+22,2.866e+02,1.401e+00,28.966,0.9984,1.0970e+20,1.29,0.93,39.95,4.8272e+18,0.06,0.04,44.01,9.5630e+14,0.00,0.00,28.01,9.1712e+21,75.51,78.08,28.01,2.4603e+21,23.14,20.95,32.00,6.1077e+16,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,3.7420e+15,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,6.6889e+15,0.00,0.00,16.00,1.6441e+16,0.00,0.00,48.00,3.6249e+13,0.00,0.00,44.01,6.5548e+16,0.00,0.00,18.02,-0.9,1.90,2.622e+02,8.4,4.80,4.653e+01,2.2,5.9,-2.2,8.8,21.6,0.9,3.2,1.4,16.6,9.6,6.2,3.5,1.3,-0.3,8.2,4.7,3.1,1.3,12.6,7.3,174.98,0.0,3.851e-04,4.508e-05,3.153e-09,0.0,0.0,0.0,28.2,15.2,0.1,4.72,1.77,300.31,74.80,0.00,0.00,1.160e+00,1.35,3.77,2.20,2.11,-0.0,0.000,0.00,0.0,0.00002,-2.84,5.84,0.12004,0.067,0.00011,200.0,3.000,0.20,200.0,164.0,3.24,1.000,1.039,-165.89,-63.2,-66.9,66.9,0,0
0.0,56.000,0.00,0.00,6434.137,6378.137,9.610,262.3,3.782e+01,5.029e-04,7.826,8.421,324.6,1.011e+05,0.000,61.755,258.0,3.736e+01,5.045e-04,0.0,4.792e-04,5.266e-04,5.399e-04,7.4,4.72,324.7,0.00,-0.3,-5.0,4.4,7.0,-17.1,-0.8,-0.000,2.1,25.4,0.487,-15.0,24.6,0.487,21.4,12.5,1.458,280.06,-22.92,165.89,0.94,153.17,0.00,0.98,86400.0,1.0445e+22,2.868e+02,1.401e+00,28.966,0.9990,9.7549e+19,1.29,0.93,39.95,4.2924e+18,0.06,0.04,44.01,8.7627e+14,0.00,0.00,28.01,8.1552e+21,75.51,78.08,28.01,2.1877e+21,23.14,20.95,32.00,5.4310e+16,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,2.9852e+15,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,6.7895e+15,0.00,0.00,16.00,1.3389e+16,0.00,0.00,48.00,2.8258e+13,0.00,0.00,44.01,5.8990e+16,0.00,0.00,18.02,0.1,2.06,2.625e+02,7.4,4.90,4.064e+01,1.5,3.6,-1.3,3.3,16.7,0.9,3.3,1.5,16.8,9.8,5.9,3.7,1.3,-1.2,8.7,4.8,3.3,1.5,13.3,7.8,174.09,0.1,3.434e-04,4.263e-05,2.837e-09,0.0,0.0,0.0,25.8,15.6,0.1,4.72,1.77,300.31,74.80,0.00,0.00,1.160e+00,1.35,3.77,2.20,2.11,-0.0,0.000,0.00,0.0,0.00002,-2.84,5.84,0.12004,0.067,0.00011,200.0,3.000,0.20,200.0,164.0,3.24,1.000,1.039,-165.89,-63.2,-66.9,66.9,0,0
0.0,57.000,0.00,0.00,6435.137,6378.137,9.607,259.9,3.329e+01,4.465e-04,7.762,8.353,323.2,1.011e+05,0.000,62.239,255.3,3.278e+01,4.474e-04,0.0,4.245e-04,4.685e-04,4.735e-04,6.1,4.92,324.3,0.00,-0.2,-5.1,4.7,5.8,-13.2,-0.7,-0.000,-8.1,21.8,-0.871,-21.3,21.1,-0.871,21.9,13.0,1.496,280.06,-22.92,165.89,0.94,153.17,0.00,0.98,86400.0,9.2780e+21,2.869e+02,1.401e+00,28.966,0.9995,8.6651e+19,1.29,0.93,39.95,3.8128e+18,0.06,0.04,44.01,8.0209e+14,0.00,0.00,28.01,7.2441e+21,75.51,78.08,28.01,1.9433e+21,23.14,20.95,32.00,4.8242e+16,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,2.4146e+15,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,6.8917e+15,0.00,0.00,16.00,1.0883e+16,0.00,0.00,48.00,2.2415e+13,0.00,0.00,44.01,5.3038e+16,0.00,0.00,18.02,0.7,2.21,2.616e+02,6.8,5.01,3.555e+01,1.0,2.1,-0.7,-6.0,12.7,0.9,3.4,1.5,16.9,10.0,5.8,4.0,1.4,-2.1,9.2,4.9,3.6,1.6,14.0,8.3,173.20,0.1,3.060e-04,4.029e-05,2.551e-09,0.0,0.0,0.0,23.8,16.0,0.1,4.72,1.77,300.31,74.80,0.00,0.00,1.160e+00,1.35,3.77,2.20,2.11,-0.0,0.000,0.00,0.0,0.00002,-2.84,5.84,0.12004,0.067,0.00011,200.0,3.000,0.20,200.0,164.0,3.24,1.000,1.039,-165.89,-63.2,-66.9,66.9,0,0
0.0,58.000,0.00,0.00,6436.137,6378.137,9.604,257.5,2.927e+01,3.960e-04,7.698,8.284,321.8,1.011e+05,0.000,62.715,252.5,2.873e+01,3.963e-04,0.0,3.757e-04,4.162e-04,4.170e-04,5.3,5.12,323.4,0.00,-0.1,-5.2,5.0,5.2,-9.4,-0.7,-0.000,-6.9,7.4,-2.425,-16.3,6.8,-2.425,22.4,13.4,1.534,280.06,-22.92,165.89,0.94,153.17,0.00,0.98,86400.0,8.2327e+21,2.871e+02,1.401e+00,28.966,1.0001,7.6888e+19,1.29,0.93,39.95,3.3833e+18,0.06,0.04,44.01,7.3341e+14,0.00,0.00,28.01,6.4279e+21,75.51,78.08,28.01,1.7244e+21,23.14,20.95,32.00,4.2807e+16,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,1.9528e+15,0.00,0.00,16.04,0.0000e+00,0.00,0.00,14.01,6.9954e+15,0.00,0.00,16.00,8.7942e+15,0.00,0.00,48.00,1.7850e+13,0.00,0.00,44.01,4.7641e+16,0.00,0.00,18.02,1.0,2.35,2.601e+02,6.4,5.11,3.113e+01,0.6,1.2,-0.4,-3.9,-2.2,0.9,3.5,1.6,16.9,10.1,5.8,4.1,1.4,-3.0,9.6,5.0,3.8,1.7,14.6,8.8,172.30,0.1,2.723e-04,3.806e-05,2.291e-09,0.0,0.0,0.0,22.3,16.4,0.0,4.72,1.77,300.31,74.80,0.00,0.00,1.160e+00,1.35,3.77,2.20,2.11,-0.0,0.000,0.00,0.0,0.00002,-2.84,5.84,0.12004,0.067,0.00011,200.0,3.000,0.20,200.0,164.0,3.24,1.000,1.039,-165.89,-63.2,-66.9,66.9,0,0
